Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
RP Singh,2008-2016,12,2,1,1,1*,1.00,1,100.00,0,0,1,0,0,
"(Deccan Chargers, Kochi Tuskers Kerala, Mumbai Indians, Rising Pune Supergiants, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MJ Suthar,2024-2024,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
SW Tait,2013-2013,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
SN Thakur,2017-2024,4,3,1,1,1*,0.50,3,33.33,0,0,2,0,0,
"(Chennai Super Kings, Rising Pune Supergiant)",,,,,,,,,,,,,,,
CR Woakes,2017-2018,4,2,2,1,1*,-,3,33.33,0,0,0,0,0,
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MA Wood,2023-2023,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
KJ Abbott,2016-2016,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
L Ablish,2011-2011,1,1,1,0,0*,-,2,0.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Anureet Singh,2015-2015,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
JC Archer,2023-2025,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
Avesh Khan,2023-2023,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
F Behardien,2016-2016,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
JJ Bumrah,2013-2019,7,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
SD Chauhan,2024-2024,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
MJ Dagar,2024-2024,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
JR Hazlewood,2025-2025,4,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
S Kaushik,2016-2016,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Gujarat Lions),,,,,,,,,,,,,,,
KR Mayers,2023-2023,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
TS Mills,2017-2017,2,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Mujeeb Ur Rahman,2018-2018,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
S Nadeem,2012-2018,5,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
S Narwal,2010-2010,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Nehra,2008-2016,6,1,1,0,0*,-,1,0.00,0,0,0,0,0,
"(Chennai Super Kings, Delhi Daredevils, Mumbai Indians, Pune Warriors, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Noor Ahmad,2023-2024,2,1,1,0,0*,-,0,-,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
JDP Oram,2008-2013,2,1,1,0,0*,-,0,-,0,0,0,0,0,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
IC Pandey,2013-2015,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
"(Chennai Super Kings, Pune Warriors)",,,,,,,,,,,,,,,
MM Patel,2008-2013,5,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
M Rawat,2008-2008,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
NA Saini,2019-2019,7,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
MD Shanaka,2023-2023,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
I Sharma,2008-2025,7,2,1,0,0*,0.00,6,0.00,0,0,1,0,0,
"(Delhi Capitals, Gujarat Titans, Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
S Sreesanth,2008-2013,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
"(Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,,
GC Viljoen,2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Yash Dayal,2023-2025,12,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
"(Gujarat Titans, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
P Amarnath,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
YA Abdulla,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
KK Ahmed,2019-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Capitals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Akash Deep,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Akash Singh,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Anand Rajan,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Ankit Soni,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Lions),,,,,,,,,,,,,,,
KP Appanna,2012-2012,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
VG Arora,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Arshdeep Singh,2024-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
P Awana,2012-2014,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
XC Bartlett,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
Basil Thampi,2017-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Lions, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
JP Behrendorff,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
DE Bollinger,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
J Botha,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
TA Boult,2015-2023,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Kolkata Knight Riders, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DL Chahar,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
RD Chahar,2017-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Punjab Kings, Rising Pune Supergiant)",,,,,,,,,,,,,,,
LH Ferguson,2019-2024,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kolkata Knight Riders, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
CRD Fernando,2008-2010,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Gagandeep Singh,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
MS Gony,2008-2013,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Kings XI Punjab)",,,,,,,,,,,,,,,
S Gopal,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
K Gowtham,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Harmeet Singh,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Harshit Rana,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
BW Hilfenhaus,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
GB Hogg,2012-2015,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
JO Holder,2013-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
Imran Tahir,2014-2019,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Delhi Daredevils, Rising Pune Supergiant)",,,,,,,,,,,,,,,
SP Jackson,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M Jansen,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
Joginder Sharma,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
AS Joseph,2024-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
Kamran Khan,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Pune Warriors),,,,,,,,,,,,,,,
M Kartik,2008-2013,5,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
S Kaul,2014-2018,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
U Kaul,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
K Khejroliya,2018-2019,4,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
S Lamichhane,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
CK Langeveldt,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
B Laughlin,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
JB Little,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
GD McGrath,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
VY Mahesh,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
AL Menaria,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Mustafizur Rahman,2016-2023,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Capitals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DP Nannes,2010-2011,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
T Natarajan,2017-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kings XI Punjab, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Naveen-ul-Haq,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
V Nigam,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
K Nitish Kumar Reddy,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
PP Ojha,2008-2010,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Parvez Rasool,2016-2016,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Pathirana,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
SM Pollock,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
M Prasidh Krishna,2019-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Titans, Kolkata Knight Riders)",,,,,,,,,,,,,,,
V Pratap Singh,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
K Rabada,2019-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Capitals, Punjab Kings)",,,,,,,,,,,,,,,
A Raghuvanshi,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Ramandeep Singh,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
KW Richardson,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
AS Roy,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
R Sai Kishore,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
D Salunkhe,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
GS Sandhu,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
T Shamsi,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
AR Sharma,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
H Sharma,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
R Sharma,2011-2012,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Pune Warriors),,,,,,,,,,,,,,,
R Shepherd,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
Shivam Mavi,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M Siddharth,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
Simarjeet Singh,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
NB Singh,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Lions),,,,,,,,,,,,,,,
VRV Singh,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
A Singh,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Sohail Tanvir,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
BB Sran,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
B Stanlake,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Suyash Sharma,2023-2025,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kolkata Knight Riders, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
JE Taylor,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Pune Warriors),,,,,,,,,,,,,,,
Yash Thakur,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
M Theekshana,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
AC Thomas,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Pune Warriors),,,,,,,,,,,,,,,
O Thomas,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
S Tyagi,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
CV Varun,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
DP Vijaykumar,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
J Yadav,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
MP Yadav,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
A Zampa,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rising Pune Supergiants),,,,,,,,,,,,,,,
